row.names	c1G	c1R	c2G	c2R	c3G	c3R	c4G	c4R	c5G	c5R	c6G	c6R	c7G	c7R	c8G	c8R	k1G	k1R	k2G	k2R	k3G	k3R	k4G	k4R	k5G	k5R	k6G	k6R	k7G	k7R	k8G	k8R
2418	1601.62	1096.62	1882.53	1299.2	1295.86	693.31	776	624.28	1901	1017.17	991.25	728.75	1742.93	729.5	1640.5	931	623.67	522.06	494.33	529.2	1751.07	1090.58	1272.12	1206.53	1450.5	726.03	903.79	740.62	2232.18	1296.63	905	903.12
2419	3060.42	1826.08	3048.58	1880.5	1827.22	851.89	1590.25	946.25	2645.84	1292.54	1499.13	858.87	3238.1	1246.5	4317.07	2469.53	674.62	425.46	544.73	528.84	2435.47	1501.33	884.42	890.25	1822.33	1120.33	1450.33	1377.44	3777.83	2645	1504.67	933.83
2420	3660.53	2569.89	3482.77	1989.08	4016.63	1925.18	4039	2177.05	5909.5	2936	2373.84	1151.21	4222.46	1797.85	3399.27	2502.47	1243.23	920.86	1098.8	932.8	7074.47	3701	2363.17	2302	5277.87	2719.37	1367.25	1019.62	10511.89	5916.78	3787.73	2496.27
2421	4742.09	2486.32	3539.48	1895.14	3105.85	1447.92	1878.29	1140.5	5069.08	2281.92	1991.92	1205.16	3852.33	1738.58	3463.19	2036.5	1732.44	946.25	777.79	692.68	4074.61	2252.57	1576.88	1452.62	4595.47	2304.4	1550.93	1003.29	7610.05	3776.67	4685.06	2484.71
2422	750.49	474.07	758.11	532	667.56	370.5	713.44	513.33	1092	585.27	918.81	842.81	737.74	409.63	993.12	825.75	1849.78	1339.33	343.86	415	773.39	560.35	787.25	758.58	813.29	561.68	844.62	1336.48	1470.59	911.74	1087.38	701
2423	1328.55	642.73	1459.33	751.58	857.47	540.84	983.8	726.45	991.57	564.65	875.67	611.19	1016.07	506.08	1239.37	945.94	448.19	328.65	605.5	649.75	771.52	495.64	938.81	1175.69	907.09	814.41	726.2	1183.43	2000.94	1106.38	1256.7	898
2424	3641.04	1668.74	2469.19	1501.74	3248.21	1683.84	1959.85	1304.93	4879	1450.7	2999.22	1733.07	4002.56	1640.72	4671.6	2357.5	1591.4	796.7	1834.25	1564.33	2941.12	1927.17	3901.5	2203.07	3191.07	2070.57	1643.91	995.83	7506.67	2391.91	3777.73	1636.94
2425	22476.59	16604.68	14161.09	11219.91	20495.63	13992.05	13389.39	11774.59	17249.68	12048.9	15611.92	13306.39	20770.37	14644.54	17886.35	16916.84	14046.11	13660.29	8946.94	8517.23	21501.76	20022.62	14701.23	10932.5	18588.57	13656.97	12943.83	9532.07	27198.43	19568.74	15297.22	13420.36
2426	23450.55	16957.78	15037.06	10181.46	20545.36	13157.63	14526.81	10995.35	20783.98	14874.63	16246.83	12153.15	19862.5	11691.34	16407.63	13955.84	17400.42	15988.06	9839.55	7812.65	20464.94	14799.02	17039.09	12641.83	18361.92	11540.82	14525.85	10116.69	27373.61	18823.9	20240.16	18434.53
2427	20334.7	14233.48	3661.39	2152.22	4255.89	2166.1	2565.04	1595.11	11820.8	7237.47	3485.2	2127.95	6024.85	3064.2	13029.55	10513.55	3847.64	2632.92	2586.2	1665.83	16512.79	11624.6	2779.63	2474	9237.77	5571.48	1434.93	1021.89	11626.65	7152.95	4443.47	2937.34
2428	8502.37	5189.93	5652.25	3338.55	7823.92	4316.08	4705.87	2776.61	9874.45	5221.51	5910.57	3212.1	10691.75	5273.85	8650.11	5814.8	6437.72	4168.84	4771	3548.68	8324.4	5202.38	6555.71	4527.18	8284.07	4628.73	3503	2055.71	13488.78	7500.23	6912.9	4368.71
2429	3012.2	1779.14	2003.85	1455	2390.54	1500.23	1432.56	830.35	2776.17	1453.73	1638.77	1249.47	2599.92	1227.43	2185.82	1548.1	1698.05	1399.68	1158.64	794.59	6354.75	3617.17	1366.89	1176.32	2845.25	1544.42	1042.19	780.46	4650.07	2518.72	1762.67	1216
2430	6587.87	3618.49	3141.59	1997.65	5501.79	3102.25	2656.94	1566.12	7466.63	4442.77	3883.37	2130.52	7055.17	3267.34	5126.5	3363.14	3334.25	2051.22	3591	2339.42	5358.26	2897.72	3195.05	2611.32	5935.24	3623.14	1953.44	1093.93	10833.09	5451.89	4842.82	2671.12
2431	1747	1147.53	1400.84	775.9	1360.34	762.88	999	621.71	1550.09	896.72	836.68	687.13	1555.94	799.77	1170.94	836.79	838.08	590.31	894.35	602.39	1407.05	921.78	988.75	1024.92	1372.38	751.74	758.65	631.4	1738.21	954.15	1058	742.74
2432	20737.75	13837.04	12357.41	7454.71	15099.74	9509.57	11445.2	7894.67	15021.12	9940.72	11173.85	8068.38	13322.03	7845.03	11379.04	9299.64	13690.19	11885.81	7573.58	6448.47	16591.94	13311.08	8534.94	6147.19	14876.32	9171.38	9402.59	5572.83	16975.78	11100.02	10103.86	7590
2433	2288.86	1436.9	1122.11	802	1647.29	917.14	862.67	667.75	1683.88	936.87	589.06	489.28	1509.75	800.75	734.18	798.59	1526.32	1061.5	675.33	599.53	1947.7	1170.88	722.62	858.23	1685.69	989	578.28	467.22	2509.47	1336.06	916.2	625.4
2434	15538.64	9072.06	6054.16	4199.5	11953.49	7328.54	5970.17	3475	12222.68	7380.54	6630.65	4126.1	11966.44	6121.94	8748.47	5862	7352.73	4990.29	5600.11	3913.56	10761.85	6618.8	4863.1	4337.35	11048.63	6703.45	3498.47	2479.27	14522.28	7929.29	6327.33	4282.34
2435	6454.43	3899.29	5527.27	3345.47	4807.78	2924.66	5499.5	2946.75	8671.55	5060.36	5416.34	3143.22	9545.3	4069.5	5428.44	3771.22	2382.62	2089.92	4861.69	3566.69	5345.75	3220.08	4390.83	3764	5424.9	3346.4	3650.88	2710.43	7360.42	4016.41	4697.08	3309.67
2436	4288.48	2381.91	1859.71	1109	3235.04	1862.97	1561.17	1088.89	3663.84	2100.48	1641.08	1153.17	3824.19	1820.19	2042.04	1430.57	2091.73	1580.76	1558	1269.67	2989.85	1891.27	1494.9	1144.28	3536.51	1872.24	1058.86	1215.5	4400.88	2369.59	1868	1294.27
2437	6595.19	4801.31	3583.83	2981.5	6261.14	3561.71	3331.11	2456.89	7037.09	4696.73	3745.55	2342.73	5285.5	2501.33	4553.92	3337.46	2759.17	1866.03	974.92	920.62	7053.37	4577.56	2166.43	1717.78	6865.5	3487.94	1715.17	1394.67	9379.5	5566.75	5100	3755.67
2438	18161.46	11665.22	8794.69	5673.08	12834.38	7217.9	7708.75	5327.92	12129.58	7839.88	9373.67	6399.56	11145.17	6435.28	11984.73	9702.18	12508.96	9477.76	4729.89	3948.56	13321.95	9732.85	5354.4	3450.7	13425.83	7579.73	4603.25	3187.09	16256.12	10052.17	6729.83	4930.66
2439	2578.45	1469.37	1654.21	1221.5	1195.21	715.5	1202.67	688.5	1428.5	814.06	965.52	657.05	1361.18	749.53	1872.5	1120	738.42	471.95	753.07	618.25	1080.27	799	1299.67	1041.47	1543.11	871.65	972.18	854.73	3323.15	1584.77	2288.81	1377.06
2440	15396.52	10089.95	10438.25	7079.42	10493.39	6043.62	7022.28	5005.07	9180.88	6387.11	7322.62	5254.61	10927.92	6307.72	9444.42	7215.42	9794.49	7986.4	4978.16	4260.92	11267.79	8666.03	6145.66	5124.92	11534.68	6711.05	4921.44	3275.56	14408.67	9161.03	4050.94	2855.25
2441	22473.26	15428.18	16309.44	10162.31	17940.41	11247.55	16953.16	11562.09	20209.92	13913.77	14815.93	11036.69	19317.79	12068.51	19331.35	16700.36	15216.53	12573.33	8525.47	7147.22	25352.83	21334.71	11035.24	7737.88	16961.32	10194.13	10053.37	6319.17	24408.33	16464.15	13898.9	11016.96
2442	15971.94	10759.61	11440.97	8143.06	10573.82	6964.12	13655.39	9421.04	13873.19	9641	11708.29	9078.67	11854.17	7519.86	10572.83	8783.58	9680.24	8411.76	7734.4	6099.7	13759.44	11604.73	10214.61	6965.46	10377.33	6772.97	10277.8	6673.6	15259.6	10874.54	9468.3	8334.09
2443	5047.23	3051.33	2733.38	2005.28	3576.74	1992.8	2756.13	1932.66	4309.27	2382.95	2732.78	1847.66	4012.92	2093.02	4193.63	3083.63	3768.87	2971.94	1895.45	1528.94	4178.7	2718.35	3079.05	1981.35	4055.66	2361.78	2119.14	1300.71	6405.23	3564.41	3625.16	2147.1
2444	2998.6	1535.23	2118.71	1205.67	2504.39	1184.82	1634.2	888.3	3944.9	2359.24	1762.92	1013.38	3690.66	1559.17	3207.11	2140.08	1403.16	835.27	1435.23	855.7	2761.24	1408.88	2492.46	2441.08	3022.83	1560.21	1212.68	965.73	4692.7	2412.6	3733.93	2011.07
2445	6851.74	3902.35	3252.38	2281.62	5126.22	2392.16	2897	2113.57	6452.4	3064.29	3805.87	2045.33	6317.69	2711.89	5788.43	3448.27	3378.54	2025.85	2012.89	1253	5184.18	3006.94	2180.04	1943.33	4976.43	2735.39	1820.33	1324.62	9768.11	4963.86	5401.56	3074.38
2446	7070.16	3923.3	6139.69	3569	7606.16	4016.48	3963.21	2533.67	9491.59	5577.7	8048.2	4612.25	9529.81	4788.16	11515.27	8240.75	4641.27	3056.26	4171.17	2602.5	7958.25	4780.4	6960.73	4721.59	8734.61	4641.17	4831.54	2553.8	11684.89	6554.9	9122.2	5695.7
2447	21068.85	14646.65	12150.65	8058.27	14607.07	9303.7	12592.02	9543.94	17986.19	12526.82	14290.38	10746.23	18231.44	11130.33	17477.23	14803.54	14917.98	12766.94	9259.75	7500.3	19988.05	15712.38	12180.39	8816.14	14786.79	8746.01	11561.35	7528.18	18453.12	12199.02	14086.98	11151.54
2448	12452.33	8498.75	2379.53	1365.36	2733.94	1277	2398.57	1595.83	6826.65	3815.15	2755.92	1488.81	6782.71	2902.92	8825.42	6897.92	2300.45	1908.16	2043.5	1204.29	17638.61	12992.41	2947.59	1982.28	4314.84	1888.08	1711.66	1082.06	5972.45	3677.24	2815.68	1923.68
2449	9228.74	5004.23	5572.45	3226.36	10767.2	5386.2	5156.36	2629.97	14555.46	8689.69	9386.15	4943.26	12642.14	5774.14	8879.9	6106.17	5744.8	3426.39	5309.48	3329.33	12059.1	6771.62	8069.67	5784.74	11770.62	5902.69	4172.03	2170	16394.5	9108.05	8525.06	5422.38
2450	25471.84	18430.74	13715.56	10239.19	16003.23	10419.43	13106.65	9494.3	20375.45	15170.4	15138.76	12610.95	18565.92	12405.41	18980.46	17691.74	16621.27	14996.77	7633.18	5687.82	20801.68	17932.84	13746.54	8782.65	16978.31	11411.89	12243.88	8311.68	22741.38	15715.41	15908.17	13972.64
2451	4382.8	2170.14	3427.96	1972.8	4479.07	2221.25	2989.16	1530.12	9309.67	5892.04	4861.47	3082.4	8398.22	5090.52	5989.93	3995.08	3082.87	1771.53	2246.39	1541.95	4574.17	2605.17	3856.56	2627.62	8020.19	3964.35	2370.05	1310.35	8012.7	4350.9	5162.82	3216.59
2452	26454.75	20135.36	16731.39	11733.15	16642.94	10237.47	17612.76	12711.82	20997.02	16266.43	17805.1	15235.79	24424.58	16919.47	20333.86	19071.64	16799.44	14904.55	10032.49	8353.27	26829.21	20610.97	20864.48	15405.68	22546.16	15539.07	15944.98	11446.72	27260.5	19213.05	19246.61	18262.92
2453	5548.38	3361.17	2957.77	1769.98	4729.88	2894.24	3280.28	2133.01	4816.57	2879.62	3219.24	2204.3	4684.18	2488.52	3605.68	2806.89	3477.53	2761.68	2640.43	1896.41	4260.98	2843.84	3284.71	2129.03	3810.96	1998.8	2784	1589.91	5289.26	2969.54	2636.21	1781.17
2454	3095.38	1750.97	1311.24	868.7	1145.28	615.1	2357.59	1469.35	2772.06	1553.96	1930.9	1375.41	2761.21	1423.6	2231.24	1588.67	990.96	658.79	714.93	476.43	2554.03	1613.11	2167.04	1495.4	2564.65	1208.3	1832.13	1075.41	3129.89	1628.87	1389.06	900.04
2455	24146.38	17384.53	13523.11	9485.39	17039.41	10905.12	12574.98	9725.55	20149.93	15189.23	10985.18	8803.66	20049.23	13605.62	13616.57	12381.84	17510.3	16411.72	8015.32	6279.64	21079.82	15016.32	9145.27	7103.63	18991.51	13074.73	11772.86	7593.68	24187.53	17152.24	12105.56	9886.94
2456	7188.78	3408.17	2840.23	1928.16	6044.65	3705.48	2513.41	1803.46	10695.58	4825.65	6176.88	4782.24	9980.95	5354.07	6179.54	3640.95	4476.09	2603.3	4013.66	4131	6030.8	5794.56	5314.78	2886.97	9213.12	6591.26	2685.25	1209.78	10039.48	4009.07	4573.19	2496.53
2457	31245.55	23632.8	15855.73	11565.38	17746.18	12603.33	19635.29	14546.43	24593	18768.6	19760.27	16413.53	22832.81	14979.26	17907.99	16428.38	17132.52	17778.99	13785.5	13503.14	28562.2	23471.62	18103.46	13333.71	24795.19	17858.63	16238.8	11663.81	26778.01	19469.19	19619.71	17833.16
2458	5887.62	3367.25	4910.66	2773.24	6220.47	2819.9	3490.69	1769.87	7004.6	3752.75	6545.29	3575.55	8039.72	3950.67	9742.62	6688.15	4222.13	2481.55	3209.05	1857.08	9431.82	5106.2	5533.18	3445.97	7542.96	3898.58	4104.28	2100.4	10682.14	5910.63	6913.99	4339.32
2459	4167.11	2012.56	5087.59	3638.72	8407.67	5385.37	5847.75	1805.63	11229.8	5489.07	8116.73	6473.61	11369.95	3778.33	9212.12	6500.51	2191.47	2524.62	3736.61	2479.94	9723.6	4942.53	10040.83	6055.38	10722.9	4584.16	7193.78	2939.8	10218.27	6214.07	8275.86	4934.08
2460	3797.7	1986.86	3653.97	2154.94	6255.27	3349.39	2523.5	1217.88	6467.14	3379.49	5781.66	3707.12	7618.23	3221.98	7617.16	5181.05	2742.38	1458.59	2260.4	1337.82	5129.31	2595.4	5485.86	2902.79	7772.6	3620.88	3321.44	1443.84	8500.56	4009.31	4589.05	2693.72
2461	15435.59	9213.56	11653.25	7368.19	11448.28	6627.79	10827.58	5551.55	11634.47	7112.32	10695.65	8119.33	13148.17	6268.29	11987.55	8992.91	9163.21	7674.4	4816.08	3230.5	12937.96	8426.33	7956.06	5011.25	11658.18	6254.63	7438.83	4083.59	18007.59	11222.72	10059.33	6956.17
2462	24282.12	16607.35	16731.37	11297.95	16208.84	10196.27	16366.87	11861.2	20117.91	14828.02	16555.06	13471.78	19943.2	13289.62	20697.01	18931.99	15565.21	13726.37	10645.91	8576.45	24043.83	19497.83	20032.24	14418.87	20083.89	13709.38	16788.44	11666.66	27337.87	18988.67	20340.62	18059.23
2463	7203.27	3806.53	5943.74	3569.96	6626.03	3573.54	5121.3	2980.7	9984.34	5545.1	7321.11	4491.92	10882.05	5751.43	9681.68	6502.6	2975.68	2008.5	2922.58	2369.37	9932.68	6463.5	8060.21	5572.54	10622.3	5810.87	4705.23	2512.54	13580.17	7499.73	10277	6527.81
2464	1609.76	899.41	1101.46	865.39	1128.92	681.58	909.34	688.16	1399.63	741.39	981.5	744.04	1625.83	790.1	2784.4	1958	796.88	603	741.83	537.89	1500.3	935.14	1119.75	1019.95	1598.57	813.83	955.04	549.38	2245.38	1207.45	1378.96	727.1
2465	1337.09	676.17	1588.13	936.4	1404.89	643.92	1022.36	701.33	2192.6	1187.38	1491.68	924.64	2392.79	1080.76	2339.93	1525.59	812.45	547.22	1255.79	811.14	2102.5	1032.67	1947	1365.08	2709.68	1321.62	1036.18	763.94	2513.38	1573.65	1832.42	1153.71
2466	21269.35	15088.85	12516.49	9156.4	16315.17	10923.75	13276.16	11328.67	18361.18	13792.08	16196.37	13528.43	17194.91	11641.9	17378.2	15784.7	13926.36	12759.6	10197.51	9044.31	20655.63	18936.89	15756.58	11371.93	17225.82	12268.97	16037.3	11383.83	23016.3	16145.16	18344.74	15708.45
2467	5388.6	3161.18	3281.21	1080.27	5132.52	1171.33	3366.65	1409.68	4563.86	3566.86	3653.74	1476	4527.91	1826.52	4765.1	3636.5	3595.77	3576.08	2421	841.1	6224.17	1715.54	3213.3	2615.21	3620.29	1015.61	2482.47	1893.54	7443.29	5482.63	4240.04	3574.43
2468	11975.82	6934.54	5199.7	2571.16	7951.92	3611.96	3246.77	1911.75	9331.76	6403.63	6919.71	3542.81	10311.57	4751.88	10398.65	7608.44	5436.21	3277.81	4532.66	2263.13	8581.79	4104.02	6523.98	5002.46	9581.81	5009.35	3342.69	1723.83	11815.4	7541.76	6829.52	4694.7
2469	4215.62	2367.88	743.33	564.33	2635.78	1130.06	586	1547.33	774.79	552	558.23	398.93	828.75	358.13	6007.8	4427.5	507.17	391.3	489.43	389.64	4929.33	2165.11	637.64	736.5	2009.87	1265.33	607.6	414.71	1395.36	967.43	646.2	497.55
2470	18130.9	12512.53	11704.22	8003.22	12789.63	8202.84	10442.75	7080.06	13483.53	10210.68	11696.69	9049	12688.6	8072.75	11825.65	10123.2	9422.25	8118.17	6910.61	5976.59	14273.16	11426.77	9608.35	6201.5	11247.69	7112.63	8939.05	6141.73	18047.82	12361.92	11480.91	9571.33
2471	1895.48	1116.5	1146.14	817.92	1227.31	633.16	1039.38	689.92	1703.93	1028.67	963.77	725.61	1474.74	756.56	3123.16	2710.12	1074.76	773.83	699.75	495.17	1450.84	1059.2	887.68	696.88	1559.65	860.36	689.34	471.31	2110.96	1185.7	1022.42	728.97
2472	7736.19	4455.57	4315.53	2384.73	6020.71	3041.16	3543.71	2157.45	9626.47	6072.61	5342.59	3105.16	9152.24	4595.8	6651.4	4816.22	3983.15	2958.9	2919.19	1952.73	6553.56	3470.89	4779.05	2750.69	9129.08	4176.39	3121.44	1604.16	9927.76	5965.79	4441.54	3001.8
2473	1063.6	699.76	859.14	613.95	623.13	497.93	716.62	517.23	1134.72	661.11	636.07	460.6	1058.38	585	10561.44	9505.56	474.85	425.94	2044	1194	651.15	495.78	1575.75	865.83	1329.91	729.12	873.4	574.7	894.84	578.79	898.32	709.32
2474	4377.93	2579.87	1699.38	1172.51	1811.89	991.79	1216.48	751.19	4336.14	2572.67	1208.19	855.4	2820.52	1258.2	3183.86	2332.75	934.83	959.48	881.75	571.45	1610.19	929.38	1139.29	1017.1	2047.93	1083.13	2527	1444.87	2934.17	1554.18	1906.39	1269.97
2475	4676.24	2654.73	1920.68	1093.16	2778.1	1105.03	1675.46	831.46	4350.39	2275.81	2109.7	987.44	4889.03	1987.11	3148	1889.31	1774.55	1271.42	1462.21	842.43	2415.12	976.47	1556.74	1341.84	3142.77	1484.84	2006.67	1100	5104.73	2736.09	3023.17	1831
2476	3385.38	2084.81	2009.17	1301.87	2801.32	1550.61	1856	1169.21	3902.51	1834.83	3989.44	1761.44	4247.23	1865.23	2659.68	1656.07	1599.84	1117.74	1207.42	843.5	2369.5	1401.2	1381	1289.41	3146.34	1909.72	920.26	936.07	4580.67	2365.27	1927.59	1351.5
2477	2696.46	1504.05	1559.97	1044	2499.35	1402.97	1391.02	815.62	4615.49	2178.77	1865.53	1177.56	4103.69	1832.38	1988.08	1217	1134.18	672.66	1623.73	894.58	2040.33	1051.07	1688.44	1528.93	4329	2374.38	937.86	680.52	4527.24	1957.76	2307.64	1326.17
2478	4469.91	3104.24	1031.3	882.11	858.74	594.4	1962.4	1336.18	1119.21	797.07	1610.16	1264.45	1967.48	936.24	19815	17846.46	402.6	398.38	564.66	506.08	908.79	599.82	727.75	1057.32	4423.2	2988.16	16950.93	11480.42	3083.53	1843.94	1734.45	1442.87
2479	7510.8	3259.7	5495.85	3314.08	7129.5	2881.92	4159	2068.06	7960.91	3035.27	4701.53	2207.63	7770	2848.56	10695.83	5341.67	2228.48	1046.74	1844.35	1232.35	7483.77	3497.85	4558	2163.12	6652.59	2882.53	4276	1836	10451	3888.89	9474.23	4275.46
2480	1675.95	1058.08	1339.9	913.34	993.84	567.71	831.29	504.86	2454.1	1436.11	731.24	590.06	1867.29	745.77	1835.58	1251.22	504.44	438.3	432.8	412.88	3317.52	1755.65	900.64	818	1337.76	715.91	542.07	531.72	2446.45	1365.6	2238.16	1401.2
2481	1331.46	851.03	1377.21	795.26	851.59	550.36	865.85	485.39	1096.41	694.55	1045.63	697.29	1838.72	809.17	1314.23	926.4	1109.53	789.9	739.71	558.37	1581.58	945.41	1100.8	787.5	825.4	502.05	489.12	485.5	1970.86	872.57	1188.85	816.67
2482	4045.71	2228.71	3401.78	2143.22	3880.27	1898.27	2167.71	1501.76	4352	2460.67	3110.27	1370.4	4655.5	2019.25	5141.88	3079.25	1609.86	1005.14	1954.66	1114.33	4157.1	2244.9	2949.85	2502.7	5295.06	2897.06	2310.89	1407.44	5921.77	4102.5	5186.86	4157.86
2483	2450.8	1429.74	1538.65	1018.77	1482.24	837.89	1029.74	747.39	1618.87	875.34	857.85	663.95	1643.9	800.44	1844.55	1209.39	698.8	472.76	718.5	565.75	1491.9	965.74	1149.87	1134.13	1547.59	885.98	700.36	716	3247.78	1696.19	1662.73	1071.26
2484	1988.87	1096.21	1765.53	1148.63	1680.18	927.21	1286.54	879.65	2759.09	1312.03	1550.42	982.39	3255.87	1387.03	3266.07	1768.56	754.96	496.27	1209.74	934.63	2950.94	1824.18	2492.63	2003.3	2964.59	1394.14	1313.41	823.18	3913.44	1631.61	2634.28	1604.73
2485	2870.57	1616.79	2154.55	1174.77	2718.07	1087.46	1760.52	856.77	4099.6	3286.56	2241.78	1251.52	4111.04	1823.17	3809.15	2971.85	957.8	826.31	1564.04	875.85	3269.79	1347.58	2822.83	3365.72	3213.28	1483.75	1278.67	1095.33	5079.17	3692.56	3545.96	3032.85
2486	1356.12	836.77	1012.96	707.88	1230.89	698.39	872.53	641.88	2221	1152.6	1080.74	715.78	2569.89	1081.22	1710.05	1272.89	653.67	389.3	744.9	583.04	1561.25	818.82	1564	1425.17	2102.53	1360.58	581.32	498.59	2771.2	1494.15	1705.62	1027.38
2487	1737.84	1112.19	1022.35	620.5	991.77	506.97	708.09	584.58	1265.19	655	677.56	515.13	1506.53	703.2	1146.03	846.03	527.73	359.17	632.66	537.35	2255.37	1708.86	1170.47	1122.36	1478.7	874.1	575.11	482.7	1598.81	942.67	3206.27	2402.07
2488	5552.18	2862.5	2884.17	1925.3	2620.9	1511.74	2204.2	1696.06	3690.74	2108.81	1934.41	1242.3	4121.96	2032.24	3120.88	2140.96	1276.66	867.53	1369.97	1100.06	3197.1	1823.4	3143.73	2786.17	3298.97	1710.74	1791.68	1084.97	4739.12	2700.79	3865.69	2612.34
2489	2683	1588.82	1996.15	1035.38	2138.41	1161.86	1235.41	856.38	3022.69	1476	1122.78	846.46	2467.24	1191	1812.03	1256.1	967.1	638.47	1032.64	879.14	2473.21	1487.45	1310.07	1077.71	2425.24	1392.9	958.52	585.71	4385.36	2157.82	2183.78	1291.61
2490	1595.9	988.71	1082.63	806.12	854.8	427.1	842.86	527.59	1723.3	1069.34	779.71	584.36	1846.56	852.78	1399.78	1022.22	622.3	409.4	732.77	527.62	1155.12	644.48	1045.51	986.86	1458.83	934.52	576.54	482.64	2282.11	1257.7	1360.38	980.33
2491	1567.61	965.64	1704.2	1034.15	1212.31	651.81	811.98	519.06	2700.46	1712.78	1505.61	1085.18	2218.93	1041.25	1389.42	1006.28	610.16	444.47	1014.05	663.59	1308.78	758.5	1193.38	998.62	1884.04	962.1	857.66	580.52	2227.33	1180.9	1410.48	933.04
2492	1718.16	1140.3	1332	907.1	1448.35	733.71	1092.37	687.89	2317.33	1171.96	1095.59	797.56	2757.88	1118.08	1822.92	1179.52	874.44	641.18	895.36	609.77	1394.72	1024.5	1217.16	1021	1894.62	1115.5	708.67	547.66	2994.84	1542.88	1630.72	1060.5
2493	12152.21	7300.73	7624.59	4687.63	11028.18	6376.69	5554.35	3444.15	11657	7801.6	9809.39	5801.94	13546.2	7467.04	10382.35	8209.1	6659.63	4493.59	6043.83	4446.58	10411.69	6570.9	6654.59	4951.58	13396.54	8236.87	3700.52	2054.72	15381.05	9336.93	8223.94	6304.26
2494	1426.47	956.59	1155.7	850.89	1098.85	756.48	922.16	633.95	3102.03	1637.82	1464.71	1027.97	2277.76	1152.13	1276.47	896.14	553.65	415.6	714.29	587.96	5174.56	3523.33	1440.41	1158.35	2990.59	1606.69	772.16	662	1950.48	1224.62	1135.2	913.9
2495	4454.73	2377.86	2358.06	1459.22	3575.09	1521.97	1628.03	968.26	5464.83	2926.6	3070.77	1675.43	6507.03	2770.44	4023.84	2555.45	1997.38	1320.76	2006.07	1327.14	3702.64	1923.94	2951.57	2435.1	5492.74	3066.54	1114.15	782.07	6066.8	3295.98	3291.83	2234.83
2496	1857.11	1016	1169.36	690.89	1515.8	767.27	766.18	509.22	2720.61	1435.4	1193.71	631.91	2863.2	1206.8	1608.47	1077.59	1128.95	716.82	1081.35	547.92	1523.29	781.37	1199.1	977.78	2716.31	1413.78	768.79	613.34	2648.66	1576.6	1383.86	835.05
2497	18572.66	12064.76	10372.28	6242.5	13220.42	7366	10672.55	6793.45	11614.52	7150	12213.21	8411.07	12277.22	6735.35	10717.43	8009.56	11179.77	9432.92	5882.2	4283.53	13882.74	9752.97	5988.92	4060.08	11690.86	6845.23	6843.39	3930.08	15599.11	9593.75	9074.67	6332.62
2498	1239.46	782.15	510	553.72	767.81	481.94	530.79	496.04	1065.59	590.82	490.6	539.2	892.2	467	827.58	469.89	732.89	584.9	519.21	454.29	1137.94	864.41	370.72	404.12	1158.52	630.96	518	634.12	1510.55	743.18	792.2	586.6
2499	5420.45	3463.75	2210.81	1349.5	3663.42	2065	1668.94	999.56	3410.21	1822.12	1566.36	925	3585.5	1519.55	1923.35	984.39	3225.25	2333.93	1343.08	830.15	4290.95	1997.68	1615.22	1462	3322.96	1618.48	1124.93	809.54	5529.19	2525.77	2451.43	1469.5
2500	1324.32	758.16	1108.46	739.23	1005.41	459.36	1056.73	766.27	1312.78	746.66	758.83	557.33	1254.67	527.73	1488.53	946.42	427.05	544.87	459.14	385.78	1741.68	1083.79	873.06	733.41	1308.16	667.56	709.4	669.7	1820.09	913.43	1236.14	941.48
2501	3724.05	2028.42	2867.5	1039.58	2806.67	819.25	2272.81	868.87	3084.4	1628.1	1506.09	846.12	2518.82	1010.94	3636.87	2309.13	1266.52	1105.29	577.12	415.58	2734.31	1038.9	1183.67	1093.58	2583.6	923.68	1044.31	768.14	5181.69	2830.28	2504.88	1878.38
2502	1148	707	1217.44	1170.66	1151.71	608	1039.21	743.93	927.75	547.3	616.73	533.41	1001.62	485.87	945.1	713.94	373.85	273.31	714.69	541.12	1150.26	796.14	604.28	595.77	924.41	681.64	557.91	440.22	1856.06	939.12	983.17	738.48
2503	1070.48	709.19	849.46	656	696.52	417.64	813.69	601.37	817.43	514.87	546.44	419.41	893.82	480.18	1046.08	691.33	379.89	262.64	354.53	713.53	909.06	530.76	516.61	665.57	769.72	475.67	666.79	523.65	1509.87	746.28	937.38	424.42
2504	2725.08	1563.39	1583.92	1052.68	1698.15	845.37	1323.46	837.3	1918.74	911.81	997.18	608.09	2002.24	951.53	2117.49	1353.06	840.23	525.88	634.21	494.41	2571.39	1543.97	1564.33	1086	1684.15	749.95	771.38	632.26	3503.45	1931.22	2020.88	1345.46
2505	988.91	649.16	669.79	593.89	642.59	406.78	653.44	426.33	808.5	638.29	558	405.58	734.85	399.5	779.68	533.82	329.99	263.85	461.36	494	740.85	476.93	486.62	626.34	891.45	466.35	412.54	344.29	1183.67	711.57	723.17	612.26
2506	2288.04	1064.76	1520.52	905.73	1663.25	663	1383.11	711.17	2398.43	1147.79	906.45	572.7	1871.15	717.6	2418	1258.65	865.83	569.72	887	611.22	2475.41	1032.54	1428.78	1341.89	1723.9	838.07	637.04	555.43	3514.9	1816.57	1956.08	1007.38
2507	1365.21	729.73	1127.42	655.64	1327.53	573.39	835.3	504.21	1733.44	841.23	1030.89	579.79	1677.92	647.73	1732.2	988	628.3	447.57	864.27	627.64	1319.25	783.1	1344.96	1036.91	1718.96	770.42	634.1	438.98	2222.86	1123.03	1365.24	809.52
